%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1349442726148054404,60153,1349442726148586660,/world,vicon/auk/auk,0.000476499752098,-6.75012664934e-05,0.099988665784,8.75914401201e-05,-0.00131360805129,0.00018130777049,0.999999116944
1349442726157552836,60154,1349442726158474768,/world,vicon/auk/auk,0.000484323750181,1.94041211266e-05,0.0998548910244,-0.000447935763305,-0.000717593270816,0.000103277867808,0.999999636873
1349442726167743548,60155,1349442726168449018,/world,vicon/auk/auk,0.000422205025655,-8.84525474093e-05,0.0999916774598,3.95748764242e-05,-0.00120479726742,0.000110050382812,0.999999267393
1349442726177720897,60156,1349442726178520345,/world,vicon/auk/auk,0.000355488104919,-0.000296049250314,0.100100319699,-6.65810193443e-05,-0.00116426227133,-8.55648884208e-06,0.999999319993
1349442726187645088,60157,1349442726188559363,/world,vicon/auk/auk,0.000525358771431,-5.40385693188e-05,0.0997751037275,-0.000486963362855,-0.000812271519204,0.000188597922829,0.999999533756
1349442726197963893,60158,1349442726198598591,/world,vicon/auk/auk,0.000443247093973,-8.84958002726e-05,0.0999967187279,-0.000180088991673,-0.00091020647797,9.30504985979e-05,0.999999565217
1349442726207636517,60159,1349442726208574495,/world,vicon/auk/auk,0.000428935957379,-0.000229062344677,0.100066153004,-3.30615693209e-05,-0.00117516103548,-2.11079010571e-05,0.999999308729
1349442726217585921,60160,1349442726218510322,/world,vicon/auk/auk,0.000462946897135,-0.000190108016907,0.100124945912,-0.000217804622588,0.000882562342149,6.02198361481e-05,0.999999585009
1349442726228136960,60161,1349442726228513275,/world,vicon/auk/auk,0.000208502586622,-0.000203076018164,0.100141795502,0.000102760379403,-0.000460181150476,0.00013341159018,0.999999879937
1349442726237966859,60162,1349442726238724389,/world,vicon/auk/auk,0.000395461702805,-0.000180600892312,0.0999878863601,-4.01784835623e-06,-0.00128628728133,0.000176204800139,0.9999991572
1349442726248704731,60163,1349442726248649467,/world,vicon/auk/auk,0.000445879867103,-6.60276305946e-05,0.0999860834766,0.000100864394817,-0.00146941086015,8.11166956049e-05,0.999998912038
1349442726258030149,60164,1349442726258729867,/world,vicon/auk/auk,0.000363448138372,-0.000185234952043,0.100127322269,0.000261047315945,-0.00177579944413,7.04909125019e-05,0.99999838671
1349442726268177923,60165,1349442726268751460,/world,vicon/auk/auk,0.000427815242306,-0.000223370759721,0.100020710026,-5.80906659239e-05,-0.00151134215021,-2.6671771071e-05,0.999998855879
1349442726278151763,60166,1349442726278776249,/world,vicon/auk/auk,0.00038460145395,-0.00021733328638,0.100062293215,2.33091798354e-05,-0.00145487415264,3.24304851218e-05,0.999998940873
1349442726288987209,60167,1349442726289056854,/world,vicon/auk/auk,0.000441768205011,-0.000120071732148,0.100020677753,-0.000106832608776,-0.000970597370342,5.7748889631e-05,0.999999521596
1349442726298370252,60168,1349442726299046954,/world,vicon/auk/auk,0.000408318271885,-8.45980211103e-05,0.100014443688,-0.00013642267226,-0.000904467233698,3.42352114271e-05,0.999999581078
1349442726307946987,60169,1349442726308818652,/world,vicon/auk/auk,0.000314451007448,-0.000207464517542,0.100060163957,0.000159964670467,-0.00139158313806,9.34209486565e-05,0.99999901459
1349442726318527062,60170,1349442726318661508,/world,vicon/auk/auk,0.000375541496009,-0.000202744285223,0.100019410442,0.000149728899695,-0.00171682490248,0.000128911521878,0.999998506737
1349442726328211573,60171,1349442726328796376,/world,vicon/auk/auk,0.000348249385661,-0.000233069197507,0.10007358726,-5.56957497247e-06,-0.0011871588196,0.000159987734333,0.999999282513
1349442726338445921,60172,1349442726338888372,/world,vicon/auk/auk,0.00038825144468,-0.000258497729703,0.100033043913,0.00012826761104,-0.00155025800213,5.7222529449e-05,0.999998788486
1349442726352435201,60173,1349442726348832470,/world,vicon/auk/auk,0.000367056056681,-0.000194315203003,0.100071542405,6.90165868623e-05,-0.00151784163637,-4.08856456753e-07,0.999998845696
1349442726358509989,60174,1349442726359026189,/world,vicon/auk/auk,0.000379707512865,-0.000212378657569,0.100056633637,7.76751576042e-05,-0.00171669841384,6.60590328511e-05,0.999998521274
1349442726368407089,60175,1349442726369237860,/world,vicon/auk/auk,0.000396323285312,-0.000231090918896,0.100073792335,3.80913009184e-05,-0.00135269468755,0.000171989217388,0.999999069592
1349442726378145776,60176,1349442726378885137,/world,vicon/auk/auk,0.000382952824543,-0.000213371223735,0.100030057267,5.95930767983e-05,-0.00125560659798,9.62630939701e-05,0.999999205317
1349442726388531497,60177,1349442726388992910,/world,vicon/auk/auk,0.000415731076653,-0.000198986059168,0.100013118714,2.61314301038e-05,-0.00120936880033,8.02512332698e-05,0.999999265152
1349442726399284028,60178,1349442726398952818,/world,vicon/auk/auk,0.000371389288181,-0.000225791137359,0.100055871369,7.77170297208e-05,-0.00137949155053,2.5163709717e-05,0.999999045165
1349442726408186831,60179,1349442726408925250,/world,vicon/auk/auk,0.000357589966729,-0.000214311891709,0.100126287283,0.000224841305622,-0.00166310302434,5.78379451005e-05,0.999998590094
1349442726418589526,60180,1349442726418782854,/world,vicon/auk/auk,0.000362867636234,-0.000191533374056,0.100101465741,0.000145369593453,-0.00144024492043,0.000178686940251,0.999998936316
1349442726428456516,60181,1349442726428946590,/world,vicon/auk/auk,0.000690087062049,-0.000151063147909,0.100279435732,-0.000457932083952,-0.00175149154243,0.000534890173132,0.999998218232
1349442726438221326,60182,1349442726438742994,/world,vicon/auk/auk,0.000391077830301,-0.000216590328152,0.100094892686,0.000204011500087,-0.00141343721414,0.000177241540384,0.999998964579
1349442726448974983,60183,1349442726449045423,/world,vicon/auk/auk,0.000308653078493,-0.000229649300188,0.100027845149,8.96229948019e-05,-0.00147164315663,8.47805621982e-05,0.999998909523
1349442726458430801,60184,1349442726459035862,/world,vicon/auk/auk,0.000335195912814,-0.000154061569998,0.10004653199,0.000191777323777,-0.00112911230621,0.00022265250612,0.999999319376
1349442726468067603,60185,1349442726468780347,/world,vicon/auk/auk,0.000334536754911,-0.000199768947314,0.100040913259,3.31237200917e-05,-0.00100763506795,6.24731851878e-05,0.999999489836
1349442726478664792,60186,1349442726478962589,/world,vicon/auk/auk,0.000457132968671,-5.28622402582e-05,0.100016050804,0.000162415085769,-0.00142670217527,9.85262283881e-05,0.999998964217
1349442726488528444,60187,1349442726488972948,/world,vicon/auk/auk,0.000321434638353,-0.000127204872561,0.100070761335,-0.000244631943214,-0.000116529918623,8.31515183425e-06,0.999999963253
1349442726497494452,60188,1349442726498815526,/world,vicon/auk/auk,0.000357130928678,-0.000206332708627,0.100049976577,0.000122362747675,-0.00108436817382,0.000114493058162,0.999999398032
1349442726508521193,60189,1349442726509004165,/world,vicon/auk/auk,0.000409840598241,-0.000228205558762,0.100046396668,0.000112890284901,-0.00152017920599,0.000168785023629,0.999998823911
1349442726518696332,60190,1349442726518998352,/world,vicon/auk/auk,0.000400979759874,-0.000119279219853,0.100016151881,4.83238662655e-05,-0.00129268659172,-8.2646976526e-06,0.999999163279
1349442726528276893,60191,1349442726528960485,/world,vicon/auk/auk,0.00037009230512,-0.000166829226917,0.100035783835,-1.47163773502e-05,-0.00124771858103,0.000122452960486,0.999999213993
1349442726538575730,60192,1349442726539018488,/world,vicon/auk/auk,0.000384984494678,-0.000164291456276,0.100026331107,5.42733978956e-05,-0.00125764377894,-8.59205233302e-06,0.999999207656
1349442726548123952,60193,1349442726548795511,/world,vicon/auk/auk,0.000360020224551,-0.00023541146382,0.100065240479,0.0001828570526,-0.00146935636343,0.000162205326397,0.999998890622
1349442726558702860,60194,1349442726558946535,/world,vicon/auk/auk,0.000339431825435,-0.000268257770254,0.100080448314,0.000222334004206,-0.00157440421277,-8.92182916428e-06,0.999998735869
1349442726568418707,60195,1349442726569171206,/world,vicon/auk/auk,0.000378443100526,-0.000203551236922,0.100093578226,0.000120294991879,-0.00145367835808,0.000132747200201,0.999998927363
1349442726578302046,60196,1349442726578941053,/world,vicon/auk/auk,0.000200693654649,-0.000249514063257,0.1001618403,-4.34700563512e-05,-0.000412845614788,0.000156857824246,0.999999901532
1349442726588431655,60197,1349442726588915956,/world,vicon/auk/auk,0.000378848573725,-0.000212099014234,0.100039429461,9.55196178055e-05,-0.00136225713362,5.93884877573e-05,0.999999065802
1349442726598318547,60198,1349442726598964039,/world,vicon/auk/auk,0.000589405595538,-0.00035918262881,0.099983353079,-0.000204967470193,-0.000580119642493,-2.31298130207e-05,0.999999810457
1349442726608562557,60199,1349442726609000318,/world,vicon/auk/auk,0.000324716253988,-0.000203028735627,0.100038763332,-3.53161468561e-05,-0.00118038447587,6.57512247526e-05,0.999999300561
1349442726618393087,60200,1349442726619077146,/world,vicon/auk/auk,0.000425373518182,-0.000122865223697,0.0999492243652,1.55049621256e-05,-0.00155550473305,-4.21763815046e-05,0.999998789192
1349442726628506137,60201,1349442726629012628,/world,vicon/auk/auk,0.000359509804868,-0.000260198240936,0.100101237895,0.000119695551153,-0.00150285483914,0.000161510248928,0.999998850507
1349442726638416643,60202,1349442726638768127,/world,vicon/auk/auk,0.000382517423137,-0.000245312986101,0.100041545209,6.99606469997e-05,-0.00120346479343,7.15576770382e-05,0.999999270828
1349442726648307657,60203,1349442726648981817,/world,vicon/auk/auk,0.000386811455647,-0.000275625082102,0.100048673184,-2.34573906995e-05,-0.00143404865916,3.55410585477e-06,0.99999897147
1349442726658062276,60204,1349442726658828263,/world,vicon/auk/auk,0.000354462458997,-0.000125021678236,0.1000481351,-0.000123031809141,-0.00117887797643,-2.55059788371e-05,0.999999297229
1349442726668465664,60205,1349442726668876909,/world,vicon/auk/auk,0.00041644428068,-0.00023365638757,0.100051522312,-2.80784429419e-05,-0.00133442775956,2.05421549125e-05,0.999999109046
1349442726678145546,60206,1349442726678722989,/world,vicon/auk/auk,0.000357517280745,-0.000214201742575,0.100096839693,0.000183094679002,-0.0017801205461,0.000106070937448,0.999998393197
1349442726688300012,60207,1349442726688989072,/world,vicon/auk/auk,0.000352742357687,-0.000204857580138,0.100050067908,2.56333353261e-05,-0.00158092203719,6.56808971598e-05,0.999998747856
1349442726698383587,60208,1349442726699040939,/world,vicon/auk/auk,0.000419006820578,-0.000198619540449,0.100074729546,0.000118036156494,-0.0016149020065,0.000143597623787,0.999998678768
1349442726708001799,60209,1349442726708963393,/world,vicon/auk/auk,0.000419985449025,-0.000185373902538,0.0999816591994,4.89534035613e-05,-0.00157777664514,5.17257553874e-05,0.999998752774
1349442726718283937,60210,1349442726718983692,/world,vicon/auk/auk,0.000269641397356,-7.66325326073e-05,0.100067110193,-2.49295462793e-05,-0.000283670263876,9.90326513954e-05,0.999999954551
1349442726728481920,60211,1349442726728961207,/world,vicon/auk/auk,0.000395058236616,-0.000227299466028,0.0999931207016,-4.35049972746e-05,-0.00125569780902,-3.32844280502e-05,0.999999210111
1349442726738237089,60212,1349442726738788555,/world,vicon/auk/auk,0.000223794576177,-0.000165190593595,0.100117485081,3.38050003674e-05,-0.000333300047626,0.00023917085364,0.999999915283
1349442726748204446,60213,1349442726748786678,/world,vicon/auk/auk,0.00040999787667,-0.000170299110953,0.100028858089,0.000144356046726,-0.00152372126683,7.63029064594e-05,0.999998825806
1349442726758978354,60214,1349442726758901279,/world,vicon/auk/auk,0.000425435351475,-8.39795158959e-05,0.100039319031,0.000103555577565,-0.00167794330618,8.94406265902e-05,0.99999858289
1349442726768422583,60215,1349442726768880110,/world,vicon/auk/auk,0.00037949532262,-0.00020210920836,0.0999420471539,-0.000329520595986,-0.000972113701429,0.000118537904986,0.99999946618
1349442726778127334,60216,1349442726778800201,/world,vicon/auk/auk,0.000429673232752,-9.20082556102e-05,0.100032137268,3.76317204111e-06,-0.00135860604356,-2.11825958858e-06,0.999999077085
1349442726788554323,60217,1349442726788980577,/world,vicon/auk/auk,0.000427451610654,-0.000205036916606,0.0999722916052,3.7050445394e-05,-0.00135574338514,3.70156271475e-05,0.999999079608
1349442726798095152,60218,1349442726798769449,/world,vicon/auk/auk,0.000418388561941,-0.000254439979479,0.0999963355603,0.000131359933228,-0.00156271998903,0.000131900132795,0.999998761626
1349442726809055255,60219,1349442726808986155,/world,vicon/auk/auk,0.000401552038268,-0.000282451496908,0.100082166307,-1.86036054141e-06,-0.0013053041883,-1.63424219622e-05,0.999999147955
1349442726818275220,60220,1349442726819001453,/world,vicon/auk/auk,-8.44337049456e-05,-0.000232239788818,0.100047859317,-0.000167825751113,-0.00113909895371,-0.00120317510033,0.999998613328
1349442726828534109,60221,1349442726828900642,/world,vicon/auk/auk,0.000169854100734,-0.000208749711238,0.100172132965,0.000159049693459,-0.00041367079201,0.000202188578457,0.99999988135
1349442726838550002,60222,1349442726838618494,/world,vicon/auk/auk,0.000361373989828,-0.000176245442246,0.0999826987045,-3.65417657077e-05,-0.00127783966386,-2.80696332328e-05,0.999999182501
1349442726848479927,60223,1349442726848956311,/world,vicon/auk/auk,0.000374259180929,-0.000242022916896,0.100057615758,-3.57767499813e-05,-0.00133403720759,1.16227643528e-05,0.999999109464
1349442726858150376,60224,1349442726858856735,/world,vicon/auk/auk,0.000454162720217,-4.07817807885e-05,0.0999798581677,-1.93472708566e-05,-0.00100292934348,5.50998603322e-06,0.999999496864
1349442726868473935,60225,1349442726869012868,/world,vicon/auk/auk,0.000352200748378,-0.000104726486264,0.0999650550956,-0.000108616960522,-0.00129749216527,0.000105102216216,0.999999146835
1349442726878656057,60226,1349442726879081938,/world,vicon/auk/auk,0.000348282700922,-0.000190792617057,0.100084592123,4.74083708906e-05,-0.00129855903966,2.09013789855e-05,0.99999915553
1349442726887983584,60227,1349442726888698073,/world,vicon/auk/auk,0.000428812004171,-9.56178389383e-05,0.0999359821771,-1.59264903168e-05,-0.00119251454435,-7.51238230102e-05,0.999999286006
1349442726898113256,60228,1349442726898734630,/world,vicon/auk/auk,0.00036854707719,-0.000231194327223,0.100072806171,2.95757465915e-05,-0.00138821655452,8.25409596417e-05,0.999999032583
1349442726908173220,60229,1349442726908918723,/world,vicon/auk/auk,0.000361253992326,-0.000258998753947,0.100033318361,3.3822188852e-05,-0.00128147998807,5.66295622723e-05,0.999999176729
1349442726918545741,60230,1349442726918918315,/world,vicon/auk/auk,0.00040687086468,-0.000240652819196,0.0999978139932,-8.48085265294e-05,-0.00102091923335,3.67069716484e-05,0.999999474592
1349442726928333601,60231,1349442726929085339,/world,vicon/auk/auk,0.000448160383489,-0.000142803661446,0.099970098379,-0.00017742362269,-0.00123794347984,2.72463757505e-05,0.999999217637
1349442726938375757,60232,1349442726939033923,/world,vicon/auk/auk,0.000270528297417,-0.00017163337135,0.10009847738,-0.000252668766611,-0.000244746903466,0.000201247811079,0.999999917878
1349442726948769579,60233,1349442726948955664,/world,vicon/auk/auk,0.000415171132932,-0.000108560022369,0.100014503799,6.04506372362e-05,-0.00139891474673,-5.48609620098e-05,0.999999018186
1349442726958194113,60234,1349442726958926755,/world,vicon/auk/auk,0.000214330962281,-0.000231322224277,0.100149302525,-0.000118827307608,-0.000207220643113,0.000107109477748,0.999999965734
1349442726968439930,60235,1349442726969001939,/world,vicon/auk/auk,0.000390367707805,-0.000239560049405,0.100066343287,-5.73325771525e-05,-0.00153479589162,5.8589704523e-05,0.99999881884
1349442726978961980,60236,1349442726979141085,/world,vicon/auk/auk,0.000378533622392,-0.000181660540896,0.100024234035,4.91056807412e-05,-0.00127779365231,1.73651621295e-05,0.999999182265
1349442726987915924,60237,1349442726988860594,/world,vicon/auk/auk,0.000472278728294,-0.000128818023554,0.0999761758487,-0.000162046798672,-0.00115706867536,0.000119576559373,0.999999310317
1349442726998426230,60238,1349442726999048258,/world,vicon/auk/auk,0.000417963569448,-0.000133130550601,0.100000172919,-4.94970662798e-05,-0.00149526824837,-5.24359489407e-05,0.999998879486
1349442727008092362,60239,1349442727008768940,/world,vicon/auk/auk,0.000415241102267,-0.000249313943781,0.100043145275,-1.77376967009e-05,-0.00146094143082,6.14807757389e-05,0.999998930777
1349442727018376175,60240,1349442727019007265,/world,vicon/auk/auk,0.000434137062854,-6.75193227658e-05,0.10001204372,0.00018857526732,-0.00158062114567,0.000117354586746,0.999998726151
1349442727027965540,60241,1349442727028883066,/world,vicon/auk/auk,0.000217964303558,-0.000197033679792,0.100136852347,0.000119591556524,-0.000489876102359,0.000196498215536,0.999999853554
1349442727038540393,60242,1349442727038906954,/world,vicon/auk/auk,0.000411070052575,3.87298336649e-05,0.100016120376,-9.0542487972e-05,-0.00117545879197,0.000109953700501,0.999999299004
1349442727050390502,60243,1349442727049045865,/world,vicon/auk/auk,0.000264580035939,-9.9441136634e-05,0.100067978658,-8.47543080106e-05,-0.000123705463133,5.77714987429e-05,0.999999987088
1349442727058200833,60244,1349442727058792603,/world,vicon/auk/auk,0.000345189846236,-0.000196675467953,0.100031854792,1.99067118074e-05,-0.00138298132681,0.000130986269074,0.999999034904
1349442727068307591,60245,1349442727068995064,/world,vicon/auk/auk,0.000356041587577,-0.000206967767269,0.100074717748,4.26940523184e-05,-0.00137858395686,9.82138806668e-05,0.999999044018
1349442727078291362,60246,1349442727078925799,/world,vicon/auk/auk,0.000362068244827,-0.000209924017229,0.100071787007,4.19023302735e-05,-0.00147647009069,7.18262193329e-05,0.99999890656
1349442727088501560,60247,1349442727088957566,/world,vicon/auk/auk,0.000429659396167,-0.000112898977184,0.09995477583,-9.10470403815e-05,-0.00104739670293,-1.11425696526e-05,0.999999447273
1349442727098774342,60248,1349442727098931756,/world,vicon/auk/auk,0.000228216893851,-0.000217856666706,0.100168243558,0.000155058213464,-0.000476255786925,0.000185090547493,0.999999857439
1349442727108710338,60249,1349442727109010059,/world,vicon/auk/auk,0.00018461835994,-0.000194970813515,0.100092076273,-0.000104487411935,-3.38054839275e-05,0.000163158947718,0.999999980659
1349442727118153379,60250,1349442727118939407,/world,vicon/auk/auk,0.000337169355003,-0.000154804171849,0.100056128901,7.23400793663e-05,-0.00137104141686,4.6722625005e-05,0.999999056414
1349442727128743671,60251,1349442727129149762,/world,vicon/auk/auk,0.000368351439657,-0.000193869848356,0.100069282233,0.000233490877455,-0.00158658997828,0.000119050810994,0.99999870702
1349442727138845115,60252,1349442727138845056,/world,vicon/auk/auk,0.000225368145183,-0.000201824137618,0.100131851118,-0.000179542136118,-2.27722462727e-05,0.000151055312881,0.999999972214
1349442727148443574,60253,1349442727148899273,/world,vicon/auk/auk,0.00032528188557,-0.000154635576569,0.100063364408,0.000237006240781,-0.00119101884128,0.000152951057559,0.999999250954
1349442727158299591,60254,1349442727158965958,/world,vicon/auk/auk,0.000442422896487,-7.66555111321e-05,0.0999858079789,9.09358756244e-05,-0.00149113861282,4.49617722197e-05,0.999998883107
1349442727168018102,60255,1349442727168802986,/world,vicon/auk/auk,0.000410149695996,-6.87314014582e-05,0.0999710370763,2.29274189848e-05,-0.00100197723444,-0.000128165264402,0.999999489545
1349442727178871555,60256,1349442727178997596,/world,vicon/auk/auk,0.000373900326706,-0.000230187314846,0.100076074127,1.85761902176e-05,-0.0013257021065,5.10614055448e-05,0.99999911978
1349442727188284564,60257,1349442727189008060,/world,vicon/auk/auk,0.000445609647145,-7.80663182144e-05,0.0999948310455,-8.89932524212e-05,-0.00119184717455,0.000132711608819,0.999999276984
1349442727198312476,60258,1349442727198894211,/world,vicon/auk/auk,0.000466085582984,-6.29622721997e-05,0.0999811775456,-2.03259010642e-05,-0.00125612557169,-1.20606398928e-05,0.999999210795
1349442727208470992,60259,1349442727209052302,/world,vicon/auk/auk,0.000348928418265,-0.000239742264029,0.100075854774,1.2100391968e-05,-0.00135594873778,5.64909774537e-05,0.999999079032
1349442727218304180,60260,1349442727218866142,/world,vicon/auk/auk,0.000298397600006,-8.18772231707e-05,0.100053979979,-0.000207515548482,-0.000317947430683,8.23156729476e-05,0.999999924535
1349442727228453615,60261,1349442727228990322,/world,vicon/auk/auk,0.00034087624704,-0.000243107555259,0.100032128817,-0.000154608035831,-0.00100062358563,3.64195341835e-05,0.999999486761
1349442727238484109,60262,1349442727239111791,/world,vicon/auk/auk,0.000372417633425,-0.00016457316418,0.10008604941,4.82335763398e-06,-0.00136302591696,0.000148486385793,0.999999060044
1349442727247770705,60263,1349442727248722755,/world,vicon/auk/auk,0.000389390425068,-0.000249481591591,0.100004941264,2.72317254381e-05,-0.0014641085792,6.40068549096e-05,0.999998925773
1349442727258540347,60264,1349442727258793151,/world,vicon/auk/auk,0.000220590818156,-0.000112864420918,0.100133506379,0.000187520452576,-0.000635918651912,0.000348168030245,0.999999719611
1349442727268281627,60265,1349442727268980987,/world,vicon/auk/auk,0.000349818402479,-0.000243008761508,0.100082326107,7.11196671437e-05,-0.00146032731317,0.000161290274918,0.999998918185
1349442727278347941,60266,1349442727278969465,/world,vicon/auk/auk,0.000336494604137,-0.000183441562414,0.100050445862,0.000230841663254,-0.00136488369457,0.000118172460734,0.999999034919
1349442727288726195,60267,1349442727289006762,/world,vicon/auk/auk,0.0003860665884,-0.000212217095481,0.100144438629,0.000154188008222,-0.00151817846696,0.000144929840608,0.999998825177
1349442727298228946,60268,1349442727298950046,/world,vicon/auk/auk,0.00041728511533,-0.000102170130295,0.100018420241,0.000226660846583,-0.00179172864517,9.90135617092e-07,0.999998369165
1349442727308178428,60269,1349442727308983700,/world,vicon/auk/auk,0.000324834051714,-0.000171060811192,0.100117536307,0.000356109253601,-0.00162035918589,5.18690179242e-05,0.999998622465
1349442727318615339,60270,1349442727318987082,/world,vicon/auk/auk,0.000345073194509,-0.00027411390333,0.100070225304,0.000155741043109,-0.00163027261118,0.000126093901852,0.999998651027
1349442727328456971,60271,1349442727328889656,/world,vicon/auk/auk,0.0003373941434,-0.000196204359906,0.10011672106,0.00024823739283,-0.00182245666351,3.32921130486e-05,0.999998307959
1349442727338387386,60272,1349442727338919659,/world,vicon/auk/auk,0.000378911603378,-0.000195808845015,0.100075703152,0.000142201019038,-0.00151230435989,3.07205770575e-05,0.999998845885
1349442727348193753,60273,1349442727348856414,/world,vicon/auk/auk,0.000439440457561,-0.000138498415359,0.0999687233963,-0.000234403866868,-0.00107694597403,-5.1437343334e-05,0.999999391298
1349442727358274390,60274,1349442727358979235,/world,vicon/auk/auk,0.000381495394998,-0.000109317609946,0.0999459006571,9.05216359847e-06,-0.00119007357548,7.63538240575e-05,0.999999288906
1349442727368305453,60275,1349442727369042651,/world,vicon/auk/auk,0.000415821186766,-0.000122831572332,0.0999685146408,5.51756410524e-05,-0.00122468791467,4.34383317368e-05,0.999999247604
1349442727378125011,60276,1349442727378899754,/world,vicon/auk/auk,0.000381319419994,-0.000168280032635,0.100034468507,3.20865094429e-05,-0.00140671980312,0.000115037866649,0.999999003438
1349442727388521698,60277,1349442727389010181,/world,vicon/auk/auk,0.000389637895141,-0.000223659729625,0.100053796328,0.000146281580774,-0.00165006110539,4.26921089105e-05,0.999998627038
1349442727398345037,60278,1349442727398980388,/world,vicon/auk/auk,0.000342158225926,-0.000191286870736,0.100071554042,0.000126654374626,-0.00112488296252,1.07177671583e-05,0.999999359241
1349442727408030852,60279,1349442727408765024,/world,vicon/auk/auk,0.00042854603216,-0.000147819431329,0.0999513547244,-0.000168917087203,-0.0010874428635,-9.46201849688e-05,0.999999389991
1349442727418255025,60280,1349442727418746803,/world,vicon/auk/auk,0.00035037344822,-0.000182177990702,0.100071601416,4.02072134773e-05,-0.00137489429488,7.65787967896e-05,0.999999051092
1349442727428014663,60281,1349442727428571126,/world,vicon/auk/auk,0.00038207881867,-0.000255217499804,0.100011089218,-5.82816357087e-05,-0.0010320803436,8.36066766132e-05,0.999999462212
1349442727438033639,60282,1349442727438896592,/world,vicon/auk/auk,0.000429744140946,-9.10434551323e-05,0.100049333696,-7.10409855406e-06,-0.00112102479347,1.41572770597e-05,0.999999371526
1349442727450373408,60283,1349442727449022336,/world,vicon/auk/auk,0.000371672543651,-0.000218416330208,0.100092000101,0.000145503699334,-0.00162115324745,0.000135628210452,0.999998666147
1349442727458562228,60284,1349442727459115549,/world,vicon/auk/auk,0.000313197634244,-0.000259170196824,0.100078529334,1.21286655536e-05,-0.00135956325129,1.67494397174e-05,0.99999907558
1349442727468126089,60285,1349442727468902977,/world,vicon/auk/auk,0.000346697737554,-0.00023300186558,0.10000539064,0.000137084883615,-0.00150102860351,2.34157187625e-06,0.999998864057
1349442727478657159,60286,1349442727479012363,/world,vicon/auk/auk,0.000472322659991,-8.52145204582e-05,0.1000378566,-1.5212102169e-05,-0.00118238917471,-5.60717597246e-05,0.99999929929
1349442727488210412,60287,1349442727488810444,/world,vicon/auk/auk,0.00039083148294,-0.000221884402362,0.100076891324,0.000114800874213,-0.00164307186617,0.000104974843735,0.999998638057
1349442727498201093,60288,1349442727498826616,/world,vicon/auk/auk,0.000277675363727,-9.42310695966e-05,0.100065280009,-8.89353221224e-06,-0.000470634179216,0.000187635601726,0.999999871609
1349442727508217548,60289,1349442727508868263,/world,vicon/auk/auk,0.000421076295923,-4.75756197336e-05,0.100000346719,6.75174877274e-05,-0.0011500180236,7.87753369206e-05,0.999999333347
1349442727518389619,60290,1349442727518994677,/world,vicon/auk/auk,0.000391244083878,-0.00022486457379,0.100047969295,-4.03776309462e-05,-0.00127291954348,8.99705752486e-05,0.999999184975
1349442727528405092,60291,1349442727529034048,/world,vicon/auk/auk,0.000451511838498,-6.29975809863e-05,0.0999744228282,5.54295866194e-05,-0.000985405055988,0.000108099695142,0.999999507109
1349442727538437757,60292,1349442727538738714,/world,vicon/auk/auk,0.000369130682783,-0.000235867334293,0.100006509924,-2.71918022042e-05,-0.00118711496276,-1.95097251578e-05,0.999999294819
