%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1349442726251825452,10,1349442726254147053,auk,-0.0129741788243,0.0020110010027,0.352697062645,0.935645450243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00602138591938,0.0,0.00654498469498,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.15696,-0.18639,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726271405016,11,1349442726274144888,auk,-0.0129236653146,0.00212117911564,0.352860907712,0.935584127314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00157079632679,-0.000785398163397,0.00497418836818,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.20601,9.86886,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726291279032,12,1349442726294144869,auk,-0.0128108776901,0.00207255822182,0.352696706287,0.935647700414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010471975512,0.0170169602069,-0.00261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.08829,-0.20601,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726311344980,13,1349442726314144850,auk,-0.0127797632471,0.00199313359437,0.352532677579,0.935710113395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102101761242,0.010471975512,0.00890117918517,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.21582,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726331708675,14,1349442726334144831,auk,-0.0128101534503,0.00207702993537,0.352370082146,0.935770757784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00523598775598,0.00445058959259,-0.00549778714378,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.21582,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726353401546,15,1349442726354145050,auk,-0.0127588479172,0.002191672819,0.352207283682,0.935832483776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314159265359,-0.00445058959259,-0.00366519142919,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.17658,9.82962,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726371430874,16,1349442726374142885,auk,-0.0126769870883,0.00222351497865,0.352125422853,0.935864325936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136135681656,-0.00916297857297,-0.00916297857297,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.20601,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726391591804,17,1349442726394142866,auk,-0.0127582737014,0.00219501300243,0.351962271244,0.935924659356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314159265359,0.001308996939,0.0112573736754,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.22563,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726411574708,18,1349442726414142847,auk,-0.0128702587274,0.00224822406375,0.351799823953,0.935984073473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00863937979737,-0.00471238898038,0.000523598775598,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.22563,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726431771616,19,1349442726434142828,auk,-0.0127268326257,0.00211777630114,0.351634837435,0.936048334146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00366519142919,0.0,0.00366519142919,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.1962,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726451834073,20,1349442726454140902,auk,-0.0127264628101,0.0021199975202,0.351471460827,0.936109691745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00157079632679,0.001308996939,0.000523598775598,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.21582,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726471498773,21,1349442726474140882,auk,-0.0128384343927,0.00217326193865,0.351308977842,0.936169030476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00183259571459,-0.01308996939,0.00759218224618,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.15696,-0.24525,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726491864347,22,1349442726494140863,auk,-0.0129503874177,0.00222656534691,0.351146493763,0.936228321399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00602138591938,-0.0196349540849,0.0136135681656,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.21582,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726511569976,23,1349442726514140844,auk,-0.0130629183023,0.00227648795254,0.351229116085,0.936195645035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785398163397,0.00706858347058,0.00706858347058,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.22563,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726531611332,24,1349442726534140825,auk,-0.013145008507,0.00224354321878,0.351392704823,0.936133186177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01308996939,-0.00706858347058,-0.00575958653158,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.23544,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726551614427,25,1349442726554138899,auk,-0.0131964211267,0.00212887751244,0.351555536379,0.936071592984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010471975512,0.00942477796077,0.000261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.21582,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726571586371,26,1349442726574138880,auk,-0.0131967924849,0.00212657427005,0.351718906337,0.936010220711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00916297857297,-0.00157079632679,0.00602138591938,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.24525,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726591456551,27,1349442726594138861,auk,-0.0132481454164,0.00201188182213,0.351881696723,0.93594856188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00209439510239,-0.00314159265359,-0.0102101761242,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.27468,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726611457684,28,1349442726614138842,auk,-0.0132994586674,0.00189717161786,0.352044456684,0.935886865843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00706858347058,0.0,0.00261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.08829,-0.23544,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726631768359,29,1349442726634136915,auk,-0.0133502651315,0.00178593882343,0.351962175695,0.935917308165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010471975512,-0.00916297857297,0.000261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.07848,-0.23544,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726651585947,30,1349442726654136896,auk,-0.0134009448638,0.00167588447898,0.35179819427,0.935978438104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141371669412,-0.00785398163397,-0.0112573736754,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.23544,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726671508025,31,1349442726674136877,auk,-0.0132576195625,0.00154553013178,0.351633123191,0.936042730614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00602138591938,0.0,0.00445058959259,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.20601,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726691890571,32,1349442726694136858,auk,-0.013144999271,0.00149682050205,0.351468834671,0.936106098035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00340339204139,-0.00314159265359,-0.00418879020479,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.08829,-0.21582,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726711280648,33,1349442726714136839,auk,-0.0130630417566,0.0015297718924,0.351305315823,0.93616857019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000785398163397,0.00549778714378,-0.00837758040957,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.12753,-0.21582,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726731749798,34,1349442726734134912,auk,-0.0129300029314,0.00167504351331,0.351142400877,0.936231287429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0112573736754,-0.00628318530718,0.00183259571459,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.15696,-0.20601,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726751637576,35,1349442726754134893,auk,-0.012878620616,0.0017896401961,0.350979590364,0.936292831045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00733038285838,-0.0115191730632,-0.001308996939,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.1962,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726771510130,36,1349442726774134874,auk,-0.0127967547066,0.00182138567099,0.350897724454,0.93632457652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128281700022,0.00235619449019,0.001308996939,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.21582,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726791295729,37,1349442726794134855,auk,-0.0126541188714,0.00168637050127,0.351059513029,0.936266120151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00209439510239,0.0227765467385,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.21582,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726811279545,38,1349442726814132929,auk,-0.0125420746481,0.00163310838116,0.351222039173,0.936206765902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00497418836818,-0.0102101761242,0.001308996939,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.17658,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726831766438,39,1349442726834132910,auk,-0.0123481769763,0.00161162694217,0.351302729289,0.936179105502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00471238898038,0.00261799387799,0.00445058959259,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.07848,-0.16677,9.82962,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726851843489,40,1349442726854132891,auk,-0.01223528784,0.00156485385002,0.350975063748,0.936303558463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00994837673637,-0.00733038285838,-0.0109955742876,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.08829,-0.17658,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726871524463,41,1349442726874132872,auk,-0.0122350145351,0.00156698928675,0.350811642605,0.936364800907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00968657734857,0.00968657734857,-0.0217293491873,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.21582,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726891998924,42,1349442726894132853,auk,-0.0123470488393,0.00162024720252,0.350649067421,0.936424132912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00340339204139,-0.000261799387799,0.00549778714378,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.20601,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726911550059,43,1349442726914130926,auk,-0.0122651862605,0.00165191744574,0.350567204842,0.936455803156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000261799387799,0.00209439510239,-0.001308996939,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.17658,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726931858647,44,1349442726934130907,auk,-0.0120710187713,0.00163243112455,0.350484488688,0.936489321276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00209439510239,-0.00418879020479,0.00366519142919,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.07848,-0.20601,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726951629790,45,1349442726954130888,auk,-0.0122036313063,0.00149166220125,0.350320598207,0.936549157705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149225651046,0.00340339204139,-0.00314159265359,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.21582,9.86886,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726971233793,46,1349442726974130869,auk,-0.0122341923844,0.00157339531029,0.350321315075,0.93654835709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00287979326579,-0.00916297857297,0.0146607657168,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.14715,-0.22563,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442726991194487,47,1349442726994128942,auk,-0.012458479656,0.00167789305339,0.350159575412,0.936605702901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00366519142919,-0.0010471975512,0.000523598775598,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.15696,-0.25506,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727011391181,48,1349442727014128923,auk,-0.0125704582192,0.00173126806018,0.349996977379,0.936664882504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00916297857297,-0.001308996939,0.00287979326579,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.27468,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727031887290,49,1349442727034128904,auk,-0.0126824181903,0.00178468205071,0.349834378294,0.936724014287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00418879020479,-0.00392699081699,0.000261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.28449,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727051692514,50,1349442727054128885,auk,-0.0128761092539,0.00180762039239,0.349671937249,0.936781978167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109955742876,-0.00654498469498,0.00418879020479,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.23544,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727071509819,51,1349442727074128866,auk,-0.0129062823015,0.00189162695706,0.349509177031,0.936842134405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000261799387799,0.0,-0.0125663706144,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.14715,-0.22563,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727091309038,52,1349442727094126940,auk,-0.0130180166179,0.00194629390357,0.349264813505,0.936931605418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00575958653158,0.0120427718388,0.00287979326579,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.26487,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727111404181,53,1349442727114126921,auk,-0.0130994447028,0.00191810110502,0.349101451488,0.936991409782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837758040957,0.00916297857297,-0.00261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.26487,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727131707385,54,1349442727134126902,auk,-0.0131808829232,0.00188993677582,0.348938076577,0.937051178527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001308996939,-0.00261799387799,0.00785398163397,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.13734,-0.21582,9.89829,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727151634203,55,1349442727154124975,auk,-0.0130987743612,0.00192267355688,0.348774358523,0.93711321209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628318530718,0.00968657734857,-0.00261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.1962,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727171653216,56,1349442727174124956,auk,-0.0128742092585,0.00182110322887,0.348690749906,0.937147640049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00261799387799,-0.000261799387799,-0.00261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.21582,9.85905,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727191628922,57,1349442727194123030,auk,-0.0129860810631,0.00187472653811,0.348528091709,0.93720649613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00261799387799,0.00863937979737,-0.0120427718388,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.11772,-0.24525,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727211370801,58,1349442727214123011,auk,-0.0130371569448,0.00176479611857,0.348363915752,0.937267037847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00497418836818,0.0146607657168,0.0,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.23544,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727231763686,59,1349442727234122992,auk,-0.0130064742363,0.00168526984494,0.348199563957,0.937328680429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314159265359,-0.00157079632679,-0.00575958653158,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.0981,-0.21582,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727251818740,60,1349442727254120827,auk,-0.0129454591716,0.00152392591937,0.348034430622,0.937391128525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00602138591938,-0.001308996939,-0.00287979326579,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.08829,-0.23544,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1349442727271813095,61,1349442727274121046,auk,-0.0129148467639,0.00144437301067,0.347870048928,0.937452691915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000523598775598,-0.0162315620435,0.00340339204139,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,-0.10791,-0.20601,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
